Title,Company,Location,Description,URL
Staff Data Scientist - CGM Analytics,Dexcom,"San Diego, CA","About Dexcom: Founded in 1999, Dexcom, Inc. provides continuous glucose monitoring technology to help patients and their clinicians better manage diabetes. Since our inception, we have focused on better outcomes for patients, caregivers, and clinicians by delivering solutions for people with diabetes - while empowering our community to take control of diabetes.  Summary: You will be part of the team that supports enhanced Continuous Glucose Monitoring (CGM) design using analytics on large cloud datasets. You will analyze large datasets of CGM time series data and report on system performance in our users. Your contributions will drive continuous improvement in current CGM systems and drive design of next-generation CGM systems. You will leverage large datasets to model the complex relationships between manufacturing and performance of the system in-vivo. Additionally, you will create periodic reports, create dashboards, and make presentations to a large cross-functional audience. Work as a member of a R&D technology development team and collaborate and communicate with other departments including firmware/hardware, sensor/membrane, and mechanical engineering to help facilitate improved designs.  Your contributions will aid in Dexcom’s mission to ‘empower people to take control of diabetes’.  Functional Description: Technical Individual Contributor Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement. Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.  Essential Duties and Responsibilities:  Contribute to research in CGM system to respond to customers and market needs Apply data mining and machine learning techniques to extract valuable information and patterns from user field data Use techniques from signal processing, time series, statistical analysis and machine learning to develop models that relate sensor manufacturing to in-vivo performance Support ad-hoc requests by running analyses and present results to stakeholders Collaborate cross-functionality to capture design details relevant to data interpretation and analysis Create and maintain documentation of work processes Recognize and adopt best practices in reporting and analysis: data integrity, test design, analysis, validation, and documentation Perform other related duties and assignments as required Comply with all company processes and policies  Basic Qualifications: Bachelor’s degree in technical discipline with a minimum of 8-12 years of related experience or a Master’s degree and 5-7 years of related experience or a PhD and 2-4 years or related experience. Sound knowledge of statistical analysis, time series, signal processing, and data mining techniques Strong knowledge of statistical programming languages in MATLAB or Python Strong knowledge of SQL Knowledge and direct experience handling large datasets Excellent communication (verbal and written) and interpersonal skills with an ability to effectively communicate with both business and technical teams Perform other related duties and assignments as required  Preferred Qualifications: Direct experience with BigQuery platform Knowledge and direct experience using business intelligence reporting tools such as Tableau Functional/Business Knowledge: Possesses advanced knowledge of technical principles and theories. Recommends solutions in support of functional objectives tied to overall company objectives and strategies.  Scope: Demonstrates significant technical expertise, collaboration with others and independent thought. Anticipates potential complex problems requiring an in-depth evaluation. Demonstrates strategic thinking and commercial/industry understanding in functional projects.  Judgement: Exercises judgment in selecting methods, techniques and evaluation criteria for obtaining results. Determines methods and procedures on new assignments and may coordinate activities of other colleagues.  Travel Required: 0 – 24%  An Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  If you are an individual with a disability and would like to request a reasonable accommodation as part of the employment selection process, please contact Talent Acquisition at talentacquisition@dexcom.com.  To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Dexcom. Only authorized staffing and recruiting agencies may use this site or to submit profiles, applications or resumes on specific requisitions. Dexcom does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to the Talent Acquisition team, Dexcom employees or any other company location. Dexcom is not responsible for any fees related to unsolicited resumes/applications.",https://www.indeed.com/viewjob?jk=5defe394cfa3b0ff
"Sr. Scientist II, Automated Data Analysis & Database Management",BD,"San Diego, CA 92130","Job Description Summary Job Description This is a key role within the Research and Development Team. The successful candidate will be responsible for being a subject matter expert in database management and automated flow data analysis. Specifically, the candidate will contribute to the application of automation solutions for the development, testing, archiving, and retrieval of data for flow cytometry reagents. This individual will work cross-functionally in the business as well as lead interactions with external vendors. This position also requires an ability to understand user requirements and lead the implementation and communication of sustainable solutions to improve processes as it relates to data analysis and data curation. Job Responsibilities: Interface with internal and external software developers and internal IT to develop and maintain data analysis and management solutions. Collaborate with Flow Cytometry users to specify, implement, and refine data analysis and management needs. Simple scripting in R, Python, MS suite tools (MS Flow, MS PowerApps) to enable automated data analysis, data transfer, or other data-related functionalities. Provide written documentation and specifications of software products and services, inclusive of engineering studies and verification reports. Day-to-day problem solving and cross-functional team-based activities to ensure that daily operations and timelines are met. Involvement with scheduling, operational and maintenance duties required within databasing and data analysis projects. Collaborate with liquid handling automation colleagues to develop and implement end to end solutions for data acquisition, storage, and analysis. Minimum Qualifications: Education and Experience: Minimum of a Bachelor’s Degree in engineering, molecular biology, immunology, or related scientific discipline with a minimum of 6 years of laboratory experience. Advanced Degree (MS or Ph.D) with a minimum of 2 years of laboratory experience strongly preferred. Minimum of 2 years’ experience in database management/architecture and/or data science knowledge or experience (SQL, data warehousing, data analytics, PowerBI). Minimum of 2 years’ experience programming independently in languages such as R or Python. Knowledge of basic scientific principles in biology and chemistry and/or experience working closely with scientists on data analysis or data pipeline projects. Flow Cytometry understanding/experience is highly preferred. Self-motivated with effective analytical and problem-solving skills. Flexible team player with good communication skills, ability to manage multiple stakeholders, and experience working cross-functionally. Becton, Dickinson and Company is an Equal Opportunity/Affirmative Action Employer. We do not unlawfully discriminate on the basis of race, color, religion, age, sex, creed, national origin, ancestry, citizenship status, marital or domestic or civil union status, familial status, affectional or sexual orientation, gender identity or expression, genetics, disability, military eligibility or veteran status.  #LI-PRO Primary Work Location USA CA - San Diego (BDB) Additional Locations Work Shift",https://www.indeed.com/viewjob?jk=6987cfe9088e4c7e
"Lead Data Scientist, Deep Learning",Biological Dynamics,"San Diego, CA 92121","Based in San Diego, CA, Biological Dynamics, Inc. is a privately held molecular diagnostics Company committed to improving global health outcomes by empowering communities with low-cost, accessible diagnostics. At Biological Dynamics we are developing a suite of exciting diagnostic solutions tests for early cancer detection, neuroscience and infectious disease. Our products portfolio is powered by a proprietary lab-on-a-chip platform, Verita, that offers a novel way to isolate valuable cell-free nanoparticles and macromolecules directly from whole blood, serum, or plasma. Our diverse team shares passion for making a difference, a drive for excellence and a deep commitment to innovation.  In your position as Lead Data Scientist you will be leading a newly-formed interdisciplinary Data Science team. Your team will be tasked with developing deep machine learning models and corresponding data infrastructure to analyze large multi-dimensional datasets. Your analysis of complex genomic, multi-omic, clinical, and phenotypical datasets will advance discoveries in early cancer detection, neuroscience, and infectious disease; it will also inform our manufacturing, product and commercial strategy.  Essential Job Duties Lead, develop, and manage a Data Science team. In close collaboration with scientific teams, develop machine learning and statistical methods to analyze multi-omic data to advance Early Cancer Detection program and biomarker discovery for oncology and neuroscience. Develop and oversee the implementation of a formal objective process for selecting and qualifying ML frameworks for each of the applications. Oversee the all phases of development for data science-based projects from exploration and conceptualization to developing and testing of the models. Oversee the technical team that will be developing the data infrastructure to support machine-learning initiatives. Oversee the implementation of the formal process pipeline. Develop ML-based solutions for as well as monitoring, debugging, and continuous improvement of the implemented solutions. Play a leadership role in development of research protocols, statistical analysis plans, and other relevant documentation packages. Ensure accuracy and statistical validity of assigned deliverables. Develop deep understanding how data science projects fit within Biological Dynamics overall strategy. Provide technical leadership across organization, contribute to cross functional projects. Communicate of key findings at internal and external meetings, as well as contribute to publications.  Education/Experience/Skills Ph.D. in Bioinformatics, Computational Biology, Statistics, Biological Sciences, Cancer Biology, Genetics, Genomics, Computer Science, Physics, or equivalent experience. 10 year(s)+ industry experience, ideally with 5 years of experience in biological applications of AI/ML Min 3 years of experience managing data science team, or equivalent experience. Deep understanding of modern statistical and machine learning tools used for analysis of genomics and multi-omic datasets. Familiarity with Deep Learning, Neural Networks, Embeddings, Transfer Learning, Data Visualization tools and dimensionality reduction Familiarity with some of deep learning libraries such as Keras, TensorFlow, and PyTorch Demonstrated expertise in at least one programming language (R, Python, Go, C++). Proficient in databases (SQL, Postgres preferred) Proficiency in experiments design, reproducible research practices, version control tools. Technical leadership and self-direction, willingness to both teach others and learn new techniques. Effective written and verbal communication skills  Powered by JazzHR VRzKbHEYGD",https://www.indeed.com/viewjob?jk=4c4c55572aff9325
Staff Data Scientist,Intuit,"San Diego, CA 92101","Overview Intuit is looking for innovative and hands-on Staff Data scientist to join the Intuit AI team.This team embeds artificial intelligence and machine learning into our product portfolio and business to create smarter products, improve anti-fraud and security, and enhance customer care. We aim to save our customers time (""Never enter data""), increase their prosperity by making actionable financial recommendations, and enable them to have complete confidence in our products What you'll bring 4+ years of industry experience with data science BS, MS or PhD in Statistics, Mathematics, Computer Science, Economics, Operations Research, or equivalent 4+ years of hands-on expertise with data mining and statistical modeling techniques such as clustering, classification, regression, tree-based methods, neural nets, support vector machines, anomaly detection, and natural language processing Expertise in modern advanced analytical tools and programming languages such as Python, Scala, Java and/or R. Efficient in SQL, Hive, SparkSQL, etc. Comfortable working in a Linux environment Experience with building end-to-end reusable pipelines from data acquisition to model output delivery Quick learner, adaptable, with the ability to work independently in a fast-paced environment Strong oral and written communication skills. Ability to conduct meetings and make professional presentations, and to explain complex concepts and technical material to non-technical users community How you will lead  Excellent leadership and communication skills to influence teams and to evangelize data science across the organization Perform hands-on data analysis and modeling with huge data sets Apply data mining, NLP, and machine learning (both supervised and unsupervised) to improve relevance and personalization algorithms Work side-by-side with product managers, software engineers, and designers in designing experiments and minimum viable products Discover data sources, get access to them, import them, clean them up, and make them “model-ready”. You need to be willing and able to do your own ETL Create and refine features from the underlying data. You’ll enjoy developing just enough subject matter expertise to have an intuition about what features might make your model perform better, and then you’ll lather, rinse and repeat Run regular A/B tests, gather data, perform statistical analysis, draw conclusions on the impact of your optimizations and communicate results to peers and leaders Explore new design or technology shifts in order to determine how they might connect with the customer benefits we wish to deliver Communicate key analytic findings within the business and to senior stakeholders Research, explore, and enable new quantitative techniques and technologies in data science",https://www.indeed.com/viewjob?jk=6281e87108bcd037
Senior Data Scientist,ResMed,"San Diego, CA 92123","Digital Health Technology team powers digital experiences and engagement to enhance the lives of millions of people every day through connected care. We build, deliver and manage a portfolio of data management platforms and mobile offerings in support of our core businesses. We thrive on simple and elegant architecture and agility. You’ll be immersed in a dynamic high-growth environment and empowered to excel, take informed risks, and drive ingenuity across the enterprise. Let’s talk about the team and you: The Data Science and AI/ML team collaborates across the organization to identify, develop and deliver Artificial Intelligence (AI) and Machine Learning (ML) powered software solutions that improve patient outcomes, delight our partners and customers, and improve the way we do business in an “AI First” fashion. On any given day, the team could be working on building sophisticated models to delivering personalized recommendations to patients to improve their sleep, identify optimal equipment and settings using our unparalleled store of billion+ nights of sleep data, proactively identify other health risk factors, or help optimize complex, global supply chain operations. The Senior Data Scientist will develop model-based solution s in multiple areas of business interest to ResMed , using the latest technologies in machine learning and cloud computing. The platform and algorithms developed may be used in a range of use cases in personalizing the patient journey from disease identification through treatment and support in order to deliver the best health outcomes . Examples could include models for diagnostic and therapeutic applications in sleep disorder breathing, chronic obstructive pulmonary disorder, and other respiratory disorders, as well as co-morbidities and chronic disease management. Let's talk responsibilities: You will r esearch, customiz e when necessary , and develop of statistical and machine learning algorithms to meet complex product requirements . Your tasks will include defining hypotheses, executing necessary tests and experiments, evaluat e , tun e and optimiz e algorithms and method s always with an eye towards implementation ease, scalability, and robustness in a live environment. You will work closely with other stakeholders from Product Management, Engineering, and other business stakeholders to create impactful, intelligent features and products. You will collaborate closely with other team members including other Data Scientists, Machine Learning Engineers, and Data Engineers and “own” the end to end process. You will be given wide authority to develop creative model-based solutions but will also be held to high quality and accountability standards. You will m entor and train more junior team members and serv e as a go-to expert in your area of statistics and machine learning. You will thoroughly and diligently document the mod e l design , experiments, tests, validations, and live metrics and outcomes, typically on Confluence . You may be asked to w rit e documents for use in the preparation of intellectual property and technical publications. Let's talk qualifications and experience: Rigorous academic or experiential knowledge of the mathematical essentials for Data Science, including key concepts in probability and statistics, optimization, time series analysi s, linear algebra and discrete math. S ampling and estimation , Bayesian analysis, hypothesis testing, uncertainty estimation, stochastic methods, and graphical methods are particularly important to know. Deep grounding in machine learning techniques including regression methods (linear, logistic, lasso, support vector, etc.), classification ( tree-based models such as XGBoost and Random Forest, Neural Networks, Deep Learning – CNN, RNN, LSTM, etc. ), as well as knowledge of clustering and unsupervised learning, time series forecasting and optimization methods . Solid foundation with development of data analytics systems, including data exploration/crawling, feature engineering, model building, performance evaluation, and online deployment of models. Proficient with server-side programming in Python/Java. Hands-on experience in handling large and distributed datasets on Hadoop, Spark, Hive, etc. Strong database skills and experience, including experience with SQL programming . Experience with AWS or other cloud-based tools and technologies f or data pipelining, model development and deployment a huge plus. 5 - 6 years’ industry or academic experience in data science. Post-graduate research experience (PhD or equivalent research beyond Masters ) in Data Science/Machine Learning or closely related areas such as Computer Science, Operations Research, Applied Statistics, and Biomedical Informatics . Let’s talk about what you can expect: A supportive environment that focuses on people development and best practices Opportunity to design, influence and be innovative Work with global teams and share new ideas Be supported both inside and outside of the work environment The opportunity to build something meaningful and see a direct positive impact on people’s lives #LI-NF1 Joining us is more than saying “yes” to making the world a healthier place. It’s discovering a career that’s challenging, supportive and inspiring. Where a culture driven by excellence helps you not only meet your goals, but also create new ones. We focus on creating a diverse and inclusive culture, encouraging individual expression in the workplace and thrive on the innovative ideas this generates. If this sounds like the workplace for you, apply now!",https://www.indeed.com/viewjob?jk=e15dbd6de5c7787d
"Data Scientist, Junior",Booz Allen Hamilton,"San Diego, CA 92108","The Challenge: Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you know the answers are in the data. We have an opportunity for you to use your leadership and analytical skills to improve the DoD and federal agencies. You’ll work closely with your customer to understand their questions and needs, then dig into their data-rich environment to find the pieces of their information puzzle. You’ll mentor teammates, develop algorithms, write scripts, build predictive analytics, use automation, and apply machine learning to turn disparate data points into objective answers to help our nation’s services and leaders make data-driven decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in the DoD and federal agencies. Empower change with us. You Have:Experience with executing data science, machine learning, or artificial intelligence principlesExperience with one or more statistical analytical programming languages, including Python or RExperience with source control and dependency management software, including Git or Maven and using relational databases, including MySQLExperience with identifying analytic insight in data, developing visualizations, presenting findings to stakeholders, and statistical analysis techniquesExperience with designing and implementing custom machine learning algorithms, graph algorithms, and semantic WebExperience with Big Data computing environments, including HadoopKnowledge of object-oriented programming, including Java and C++Ability to build complex extraction, transformation, and loading (ETL) pipelines to clean and fuse data togetherAbility to obtain a security clearanceScheduled to obtain a BA or BS degree by June 2021 Nice If You Have:Experience with designing and implementing custom machine learning algorithmsExperience with graph algorithms and semantic WebExperience with designing and setting up relational databasesExperience with Big Data computing environments, including HadoopExperience with Navy mission systemsExperience with managing a small team of 3-5 people and the technical delivery of a data science, machine learning, or artificial intelligence projectAbility to grow into a technical lead of one or more data science projectsMA or MS degree in Mathematics, CS, or a related quantitative field Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information. Build Your Career:  At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you’ll have the chance to: access online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk change the world with the Data Science Bowl—the world’s premier data science for social good competition participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success. We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.",https://www.indeed.com/viewjob?jk=0f6cfd963531b0a5
Senior Data Scientist,GroGuru,"La Jolla, CA 92037","Job Overview GroGuru is focused on strategic irrigation management that helps the growers understand when to irrigate and how much to irrigate. We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing the data collected by the GroGuru system. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. Responsibilities for Data Scientist Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions. Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies. Assess the effectiveness and accuracy of new data sources and data gathering techniques. Develop custom data models and algorithms to apply to data sets. Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. Coordinate with different functional teams to implement models and monitor outcomes. Develop processes and tools to monitor and analyze model performance and data accuracy. Qualifications for Data Scientist Strong problem solving skills with an emphasis on product development. Experience using Python to manipulate data and draw insights from large data sets. Experience working with and creating data architectures. Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks. Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications. Excellent written and verbal communication skills for coordinating across teams. A drive to learn and master new technologies and techniques. We’re looking for someone with 5-7 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the following software/tools: Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc. Experience using web services: Redshift, S3, Spark, DigitalOcean, etc. Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3, ggplot, etc. If you would like to apply for this position, please send your cover letter and resume to our email: careers@groguru.com or you can send it via regular mail to: “Attn: GroGuru Careers, 4250 Executive Square #200, La Jolla, CA 92037.” Thank you!",https://www.indeed.com/viewjob?jk=5c9c6d5a41fe4e2d
Principal Real World Research & Data Scientist,"CTI Clinical Trial Services, Inc","San Diego, CA","Principal Real World Research & Data Scientist  Job Purpose / Summary: Responsible for planning, implementing and reporting RWE or health economics and outcomes research projects within CTI. This includes working closely with pharmaceutical, medical device, and diagnostics clients, among others, in partnership with CTI business development personnel in the development of project-specific methods and project deliverables. The person in this role may conduct face-to-face client meetings, teleconference calls, and publication strategies autonomously and may serve as mentor for other Research Scientists. What You'll Do Provide leadership or management for Real-World Evidence (RWE) programs with responsibilities to include: business development, client interactions, developing research objectives and statistical methodology for clients, participating in and overseeing projects Consult and design of RWE study protocols, to include retrospective studies (EMR, chart reviews, cohort) and cross-sectional and prospective observational studies Apply knowledge of statistical theory, techniques and methods encompassing such areas as sampling, ratios and proportions, measures of dispersion and central tendency, reliability, validity, correlations, survival, trends, index numbers, forecasting, categorical data analysis, non-parametric methods Design and conduct analyses of large- and small-scale healthcare databases, registries, and non-regulatory clinical study data including EMR, EPIC, marketscan – or other large scale databases Write statistical analysis plans for studies and work with programmers and analysts to create the necessary analyzable datasets Effectively communicate with clients to develop and report RWE solutions during the course of business development or within the context of a project   Required Education/Experience Bachelor’s in biostatistics, health services research, pharmacy, nursing, natural science, epidemiology, biostatistics, or closely related discipline 10 years’ experience in working in outcomes research design, epidemiology, or biostatistics Master of Public Health (MPH), or PhD (or DrPH, ScD/PharmD/MD) level scientist in health services research, pharmacy, nursing, natural science, epidemiology, biostatistics, or closely related discipline preferred Pharmaceutical / biotech and/or contract research organization (CRO) experience preferred Knowledge of statistical software packages including SAS preferred Data visualization software (e.g. Tableau™) and other advanced data presentation methodology preferred Economic modeling building experience preferred Significant demonstrated experience with developing peer-reviewed publications in relevant medical/pharmacy journals   Why CTI? We support career progression – 25% of our global staff is promoted annually and we have a structured mentoring program to provide the support you need to move forward We value education and training – We provide tuition reimbursement, partner with universities and colleges to create programs in our field, and have a dedicated training department We value our people - We have never had a layoff in our 20-year history, support a work-life balance with flexible schedules, and have provided cash bonuses every year for the past decade Our culture is unparalleled – Click here to learn more about “The CTI Way” We think globally and act locally – We have a global philanthropic program supporting our team’s efforts to improve their local communities (Click here to learn more about our “CTI Cares” program) We are looking toward the future – We have had a consistent 15% growth rate over the last decade, invest in cutting-edge technology, and pride ourselves on our average 95% annual retention rate Our work makes a difference – We focus our work on treatments for chronically and critically-ill patients, who are depending on us to bring these life-changing therapies to market",https://www.indeed.com/viewjob?jk=0715ee1cdc9a20d8
Senior Data Scientist,Tealium,"San Diego, CA 92111","WHO WE ARE: Tealium is the trusted leader in the customer data industry. We believe unified customer data is an organization’s most valuable asset and greatest competitive advantage. We help brands seamlessly unify their siloed customer data and applications in real time, and drive more profitable interactions across all touchpoints. Tealium’s Customer Data Hub (CDH) enables you to connect your data so you can connect with your customers.  Founded in 2008, Tealium’s patented and award-winning solutions are used by over 1,000 of the world's most innovative brands, including Sony, Providence St. Joseph Health, Cambria Health, T-Mobile, Hulu, Uber, Facebook, Expedia, Hyatt, Barcelo Hotel Group, Sportsbet, Utah Jazz, American Airlines, The Gap, Orange, and many others.  WHAT WE ARE LOOKING FOR: We are seeking an enthusiastic Data Scientist ready to fully leverage vast data sets of the Tealium Universal Data Hub using machine learning, deep learning, optimization techniques, and predictive modeling. YOUR DAY TO DAY Collaborate with our product development, engineering and digital strategy teams to build the next generation predictive-based action platform Discover insights across a wide range of industries, including e-commerce, enterprise lead generation, content providers, and more Leverage your ML modeling skills in both research and product development capacities Create models to optimize marketing and ad campaigns, product recommendations, spend optimization, and beyond WHY YOU ARE THE PERFECT FIT You have a minimum of 5-7 years of professional experience working in Data Science and Machine Learning You possess a Master’s Degree or PHD in Data Science, statistics or comparable studies You have gained an excellent grasp of mathematical concepts and statistical modeling through education and real world application You have a strong machine learning software development skills in Python or Java You have experience working with Python technologies such as SciKit-learn, Pandas, Numpy, or Matplotlib You have experience using SQL and the ability to write complex queries You can manipulate, transform, and clean raw data to uncover insights You have strong interpersonal skills, with the ability to work independently and within a team environment You have experience training, evaluating and deploying machine learning models at scale from prototype to production, specifically XGBoost, PyTorch and CatBoost models YOUR IDEAL SKILLS You have experience with data processing platforms and technologies such as Hadoop and Spark You have strong familiarity with AWS technologies such as DynamoDB, SageMaker, EMR and Athena You bring industry experience in marketing, e-commerce, and/or ad networks  WHY YOU WANT TO WORK HERE: The highly relevant and differentiated positioning of Tealium and our Customer Data Hub (CDH) makes this a unique and rewarding career opportunity. Organizations from start-ups to large global enterprises are utilizing Tealium to unify their customer data in real time and drive improvements in their overall data strategy. Over 1,000 global brands trust Tealium, and in an increasingly noisy market we are proud to maintain best-in-class renewal rates of >90%. When our customers are happy, we’re happy.  Our corporate HQ is located in sunny San Diego, just minutes from the beach and surrounded by beautiful hiking trails and the renowned Torrey Pines golf course. Our location is just one of the many perks we enjoy; At Tealium we dress casually (but professional), enjoy a flexible paid time off policy, rich benefit plans, company holidays, 401(K) match, and employee Stock Options - just to name a few. Not to mention we get to surround ourselves with some of the brightest minds in San Diego. If you are interested in being a part of Team Teal, we’d love to hear from you!  TEAL celebrates diversity and is an equal opportunity employer. It is our continuing policy to recruit and employ the best qualified individuals without regard to race, color, sex, religion, national origin, disability, age, sexual orientation, gender identity, and/or any other protected characteristic. TEAL does not tolerate unlawful discrimination of any kind and strives to be an inclusive and respectful workplace.",https://www.indeed.com/viewjob?jk=f0cb320bcc29886a
Senior Data Scientist - CGM Analytics,Dexcom,"San Diego, CA","About Dexcom: Dexcom, Inc. empowers people to take control of diabetes through innovative continuous glucose monitoring (CGM) systems. Headquartered in San Diego, California, Dexcom has emerged as a leader of diabetes care technology. By listening to the needs of users, caregivers, and providers, Dexcom simplifies and improves diabetes management around the world.  Summary: You will be part of the team that supports enhanced continuous health sensing design using analytics on clinical datasets. You will process and analyze clinical datasets of CGM time series data and report on system performance in our clinical trial participants. Your contributions will drive continuous improvement in current health sensing systems and drive design of next-generation health sensing systems. You will process prepare periodic reports, create and maintain existing dashboards, create and maintain analytical tools, and make presentations to a large cross-functional audience.  Work as a member of a R&D technology development team and collaborate and communicate with other departments including firmware/hardware, sensor/membrane, and mechanical engineering to help facilitate improved designs.  Your contributions will aid in Dexcom’s mission to ‘empower people to take control of diabetes’.  Functional Description: Technical Individual Contributor Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement. Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.  Essential Duties & Responsibilities: Support ad-hoc requests by running analyses and present results to stakeholders Develop parsers to curate datasets from disparate sources and generate standardized outputs Create, maintain, and support metrics, reports, analyses, and dashboards with datasets of various sizes and file formats Develop ability to troubleshoot anomalies in datasets Collaborate cross-functionality to capture design details relevant to data interpretation and analysis Create and maintain documentation of work processes Recognize and adopt best practices in reporting and analysis: data integrity, test design, analysis, validation, and documentation Perform other related duties and assignments as required Comply with all company processes and policies  Required Qualifications: General understanding of statistical analysis, time series, signal processing, and data mining techniques Strong knowledge of statistical programming languages in MATLAB or Python Knowledge and direct experience handling datasets of various sizes and degrees of cleanliness Excellent communication (verbal and written) and interpersonal skills with an ability to effectively communicate with both business and technical teams  Preferred Qualifications: Direct experience with health sensing data  Experience and Education Requirements: Typically requires a Bachelor’s degree in a technical discipline, and a minimum of 5-8 years related experience or Master’s degree and 2-5 years equivalent industry experience or a PhD and 0-2 years experience. Bachelor’s degree in Computer Science, Engineering, Math, Statistics, Finance, or a related discipline  Travel Required: Up to 25%  Functional/Business Knowledge: Possesses broad understanding of technical principles and theories. Ability to synthesize external data and research findings for application that may impact technical objectives.  Scope: Demonstrates successes in technical proficiency and independent thought. Works on complex problems in which analysis of situations or data requires an indepth evaluation of various factors. Exercises judgment within broadly defined practices and policies in selecting methods, techniques and evaluation criteria for obtaining results.  Judgement: Exercises good judgment in selecting methods and techniques for obtaining solutions. Normally receives little instruction on day-to-day work, general instructions on new assignments.  #LI-CC1  An Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  If you are an individual with a disability and would like to request a reasonable accommodation as part of the employment selection process, please contact Talent Acquisition at talentacquisition@dexcom.com.  To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Dexcom. Only authorized staffing and recruiting agencies may use this site or to submit profiles, applications or resumes on specific requisitions. Dexcom does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to the Talent Acquisition team, Dexcom employees or any other company location. Dexcom is not responsible for any fees related to unsolicited resumes/applications.",https://www.indeed.com/viewjob?jk=5e1ba7d2246ae388
